Gene(s)	circID	combo	predictor	geneID	no_parent_regressed	parent_regressed	delta_parent	no_parent_regressed_rank	parent_regressed_rank	Exon1	Exon2	Strand	SpliceType	molecule__cRNA	cis_trans__cRNA	mean_beta__cRNA	max_beta__cRNA	min_beta__cRNA	sd_beta__cRNA	lower_beta__cRNA	middle_beta__cRNA	upper_beta__cRNA	num_SNP_feature__cRNA	num_feature__cRNA	average_SNP_position__cRNA	SNP_chr__cRNA	molecule__mRNA	cis_trans__mRNA	mean_beta__mRNA	max_beta__mRNA	min_beta__mRNA	sd_beta__mRNA	lower_beta__mRNA	middle_beta__mRNA	upper_beta__mRNA	num_SNP_feature__mRNA	num_feature__mRNA	average_SNP_position__mRNA	SNP_chr__mRNA	common_or_uncommon	opposite_QTL_effect	mRNA	cRNA	trait	mRNA_mlog10_pval	cRNA_mlog10_pval	method	is_cRNA_coloc_greater
TRPM7	chr15:50878589-50884823	chr15:50878589-50884823_TcellRedefRatio_MemoryCD4_Treg_Ratio	TcellRedefRatio_MemoryCD4_Treg_Ratio	TRPM7	-0.0140797058531114	-0.0194591665715035	0.00537946071839202	4	4	26	28	-	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6201844	0.01162	CD	0.207479162121791	1.93479387194569	MetaXCan	yes
TRPM7	chr15:50875286-50884823	chr15:50875286-50884823_TcellRedefRatio_MemoryCD4_Treg_Ratio	TcellRedefRatio_MemoryCD4_Treg_Ratio	TRPM7	-0.0624790081975698	-0.0624790081975698	0	1	1	26	2	-	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6201844	0.01162	CD	0.207479162121791	1.93479387194569	MetaXCan	yes
TSN	chr2:122514816-122519100	chr2:122514816-122519100_TcellRedefRatio_Th2_Th1Th17_Ratio	TcellRedefRatio_Th2_Th1Th17_Ratio	TSN	-0.10291865961057	-0.111374583048764	0.00845592343819433	15	13	2	4	+	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TSPAN14	chr10:82228303-82249070	chr10:82228303-82249070_TcellRedef_Th1	TcellRedef_Th1	TSPAN14	0.0692090895957567	0.0704750963435781	-0.00126600674782139	4	4	4	2	+	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TSPAN5	chr4:99495608-99496056	chr4:99495608-99496056_ImmCellRatio_T_NKcell_Ratio	ImmCellRatio_T_NKcell_Ratio	TSPAN5	0.0678824115280052	0.0801797915316656	-0.0122973800036604	6	9	2	3	-	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TTC13	chr1:231090079-231097049	chr1:231090079-231097049_ImmCellRatio_T_NKcell_Ratio	ImmCellRatio_T_NKcell_Ratio	TTC13	-0.041672174590824	NA	NA	20	NA	2	4	-	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TTC13	chr1:231090079-231097049	chr1:231090079-231097049_ImmunePanel_Neutrophils	ImmunePanel_Neutrophils	TTC13	NA	0.0335766777212866	NA	NA	25	2	4	-	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TTC39C	chr18:21644104-21663045	chr18:21644104-21663045_ImmunePanel_T_cells	ImmunePanel_T_cells	TTC39C	0.109762562674769	0.0287271416451089	0.08103542102966	2	3	2	6	+	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.04200983	0.27301053	IBD	1.37664907590574	0.56382060192371	MetaXCan	no
TUBGCP4	chr15:43692242-43694048	chr15:43692242-43694048_ImmunePanel_Neutrophils	ImmunePanel_Neutrophils	TUBGCP4	NA	0	NA	NA	85	14	15	+	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TXNDC16	chr14:53003437-53011089	chr14:53003437-53011089_TcellRedefRatio_Th17_Treg_Ratio	TcellRedefRatio_Th17_Treg_Ratio	TXNDC16	-0.0712992943798586	-0.0571877888838595	-0.0141115054959991	4	7	2	6	-	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.18107511	0.01601499	IBD	0.742141242300774	1.79547332818006	COLOC	yes
TXNDC16	chr14:53003437-53011089	chr14:53003437-53011089_TcellRedefRatio_Th17_Treg_Ratio	TcellRedefRatio_Th17_Treg_Ratio	TXNDC16	-0.0712992943798586	-0.0571877888838595	-0.0141115054959991	4	7	2	6	-	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.61440711	0.02338994	CD	0.21154376723452	1.63097089224396	COLOC	yes
TXNDC16	chr14:52977958-53011089	chr14:52977958-53011089_TcellRedef_Th17	TcellRedef_Th17	TXNDC16	NA	-0.0185940651921667	NA	NA	11	2	9	-	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.18107511	0.01601499	IBD	0.742141242300774	1.79547332818006	COLOC	yes
TXNDC16	chr14:52977958-53011089	chr14:52977958-53011089_TcellRedef_Th17	TcellRedef_Th17	TXNDC16	NA	-0.0185940651921667	NA	NA	11	2	9	-	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.61440711	0.02338994	CD	0.21154376723452	1.63097089224396	COLOC	yes
TXNDC16	chr14:52977958-53011089	chr14:52977958-53011089_TcellRedefRatio_ActivatedCD4_ActivatedCD8_Ratio	TcellRedefRatio_ActivatedCD4_ActivatedCD8_Ratio	TXNDC16	-0.0183068823558029	NA	NA	14	NA	2	9	-	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.18107511	0.01601499	IBD	0.742141242300774	1.79547332818006	COLOC	yes
TXNDC16	chr14:52977958-53011089	chr14:52977958-53011089_TcellRedefRatio_ActivatedCD4_ActivatedCD8_Ratio	TcellRedefRatio_ActivatedCD4_ActivatedCD8_Ratio	TXNDC16	-0.0183068823558029	NA	NA	14	NA	2	9	-	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.61440711	0.02338994	CD	0.21154376723452	1.63097089224396	COLOC	yes
TXNL4B	chr16:72122886-72124685	chr16:72122886-72124685_TcellRedefRatio_ActivatedCD4_ActivatedCD8_Ratio	TcellRedefRatio_ActivatedCD4_ActivatedCD8_Ratio	TXNL4B	0.038205961362201	NA	NA	23	NA	2	3	-	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TXNL4B	chr16:72122886-72124685	chr16:72122886-72124685_ImmCellRatio_cDC_pDC_Ratio	ImmCellRatio_cDC_pDC_Ratio	TXNL4B	NA	-0.0401759594890984	NA	NA	25	2	3	-	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
UBA52	chr19:18684103-18684558	chr19:18684103-18684558_ImmCellRatio_cDC_pDC_Ratio	ImmCellRatio_cDC_pDC_Ratio	UBA52	0.0122907001939067	0.0122907001939067	0	9	9	1	2	+	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
UBAP2	chr9:33960824-33973235	chr9:33960824-33973235_ImmunePanel_pDC	ImmunePanel_pDC	UBAP2	-0.0879938093580301	-0.102628244107773	0.0146344347497428	4	4	7	10	-	Exon-Exon	circle	cis	0.3460327024356	0.975197209776134	-0.291378332865148	0.211750210223167	0.259221021521534	0.427405045597698	0.473908523212412	146	1	33854242.5	9	linear	cis	-0.0721510688921869	0.247935545403772	-0.259991309201577	0.233729509494792	-0.243988097651386	-0.239576748496528	0.24487030091829	103	1	33955448	9	uncommon	yes	NA	NA	NA	NA	NA	NA	NA
UBAP2	chr9:33944363-33956144	chr9:33944363-33956144_IBD_severity_3levels.yMild_IBD	IBD_severity_3levels.yMild_IBD	UBAP2	0.0735389642500955	0.0936281438263987	-0.0200891795763032	7	8	11	14	-	Exon-Exon	circle	cis	0.3460327024356	0.975197209776134	-0.291378332865148	0.211750210223167	0.259221021521534	0.427405045597698	0.473908523212412	146	1	33854242.5	9	linear	cis	-0.0721510688921869	0.247935545403772	-0.259991309201577	0.233729509494792	-0.243988097651386	-0.239576748496528	0.24487030091829	103	1	33955448	9	uncommon	yes	NA	NA	NA	NA	NA	NA	NA
UBAP2	chr9:33948372-33948585	chr9:33948372-33948585_TcellRedef_Th1	TcellRedef_Th1	UBAP2	NA	0.0433997314873241	NA	NA	22	13	1	-	Exon-Exon	circle	cis	0.3460327024356	0.975197209776134	-0.291378332865148	0.211750210223167	0.259221021521534	0.427405045597698	0.473908523212412	146	1	33854242.5	9	linear	cis	-0.0721510688921869	0.247935545403772	-0.259991309201577	0.233729509494792	-0.243988097651386	-0.239576748496528	0.24487030091829	103	1	33955448	9	uncommon	yes	NA	NA	NA	NA	NA	NA	NA
UBAP2	chr9:33948372-33948585	chr9:33948372-33948585_ImmCellRatio_Eosinophil_Basophil_Ratio	ImmCellRatio_Eosinophil_Basophil_Ratio	UBAP2	-0.0385848908838405	NA	NA	17	NA	13	1	-	Exon-Exon	circle	cis	0.3460327024356	0.975197209776134	-0.291378332865148	0.211750210223167	0.259221021521534	0.427405045597698	0.473908523212412	146	1	33854242.5	9	linear	cis	-0.0721510688921869	0.247935545403772	-0.259991309201577	0.233729509494792	-0.243988097651386	-0.239576748496528	0.24487030091829	103	1	33955448	9	uncommon	yes	NA	NA	NA	NA	NA	NA	NA
UBAP2	chr9:33960824-33963789	chr9:33960824-33963789_ImmCellRatio_Myeloid_Lymphoid_Ratio	ImmCellRatio_Myeloid_Lymphoid_Ratio	UBAP2	0.075905305531827	0.0755418115171393	0.000363494014687757	16	14	9	10	-	Exon-Exon	circle	cis	0.3460327024356	0.975197209776134	-0.291378332865148	0.211750210223167	0.259221021521534	0.427405045597698	0.473908523212412	146	1	33854242.5	9	linear	cis	-0.0721510688921869	0.247935545403772	-0.259991309201577	0.233729509494792	-0.243988097651386	-0.239576748496528	0.24487030091829	103	1	33955448	9	uncommon	yes	NA	NA	NA	NA	NA	NA	NA
UBAP2	chr9:33986758-33998862	chr9:33986758-33998862_ImmunePanel_Basophils	ImmunePanel_Basophils	UBAP2	0.0314094536652204	0.0401460976914294	-0.00873664402620907	6	7	3	6	-	Exon-Exon	circle	cis	0.3460327024356	0.975197209776134	-0.291378332865148	0.211750210223167	0.259221021521534	0.427405045597698	0.473908523212412	146	1	33854242.5	9	linear	cis	-0.0721510688921869	0.247935545403772	-0.259991309201577	0.233729509494792	-0.243988097651386	-0.239576748496528	0.24487030091829	103	1	33955448	9	uncommon	yes	NA	NA	NA	NA	NA	NA	NA
UBAP2	chr9:33948372-33956144	chr9:33948372-33956144_ImmunePanel_Neutrophils	ImmunePanel_Neutrophils	UBAP2	NA	0	NA	NA	89.5	11	1	-	Exon-Exon	circle	cis	0.3460327024356	0.975197209776134	-0.291378332865148	0.211750210223167	0.259221021521534	0.427405045597698	0.473908523212412	146	1	33854242.5	9	linear	cis	-0.0721510688921869	0.247935545403772	-0.259991309201577	0.233729509494792	-0.243988097651386	-0.239576748496528	0.24487030091829	103	1	33955448	9	uncommon	yes	NA	NA	NA	NA	NA	NA	NA
UBAP2	chr9:33971649-33973235	chr9:33971649-33973235_TcellRedefRatio_Th2_Th17_Ratio	TcellRedefRatio_Th2_Th17_Ratio	UBAP2	-0.0661322395873439	-0.0641700973290194	-0.00196214225832454	24	27	7	8	-	Exon-Exon	circle	cis	0.3460327024356	0.975197209776134	-0.291378332865148	0.211750210223167	0.259221021521534	0.427405045597698	0.473908523212412	146	1	33854242.5	9	linear	cis	-0.0721510688921869	0.247935545403772	-0.259991309201577	0.233729509494792	-0.243988097651386	-0.239576748496528	0.24487030091829	103	1	33955448	9	uncommon	yes	NA	NA	NA	NA	NA	NA	NA
UBAP2	chr9:33953283-33963789	chr9:33953283-33963789_ImmunePanel_Neutrophils	ImmunePanel_Neutrophils	UBAP2	NA	0	NA	NA	85.5	9	12	-	Exon-Exon	circle	cis	0.3460327024356	0.975197209776134	-0.291378332865148	0.211750210223167	0.259221021521534	0.427405045597698	0.473908523212412	146	1	33854242.5	9	linear	cis	-0.0721510688921869	0.247935545403772	-0.259991309201577	0.233729509494792	-0.243988097651386	-0.239576748496528	0.24487030091829	103	1	33955448	9	uncommon	yes	NA	NA	NA	NA	NA	NA	NA
UBAP2L	chr1:154223517-154224129	chr1:154223517-154224129_ImmCellRatio_Eosinophil_Basophil_Ratio	ImmCellRatio_Eosinophil_Basophil_Ratio	UBAP2L	-0.0668301686399474	NA	NA	7	NA	4	14	+	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
UBAP2L	chr1:154223517-154224129	chr1:154223517-154224129_TcellRedefRatio_Th2_Th17_Ratio	TcellRedefRatio_Th2_Th17_Ratio	UBAP2L	NA	0.0201720816008228	NA	NA	9	4	14	+	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
UBE2D2	chr5:138979957-138994551	chr5:138979957-138994551_TcellRedefRatio_Th1_Treg_Ratio	TcellRedefRatio_Th1_Treg_Ratio	UBE2D2	0.0534799190885243	0.0460347502568882	0.00744516883163614	11	18	3	6	+	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
UBE2D2	chr5:138994171-138994551	chr5:138994171-138994551_TcellRedef_Memory_CD8	TcellRedef_Memory_CD8	UBE2D2	-0.0488151132870534	-0.0382895110824931	-0.0105256022045603	28	33	4	6	+	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
UBE2F	chr2:238933983-238944581	chr2:238933983-238944581_TcellRedef_CD8_Tcells	TcellRedef_CD8_Tcells	UBE2F	-0.078664667978417	-0.078664667978417	0	15	15	1	1	+	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
UBE2G1	chr17:4186093-4200109	chr17:4186093-4200109_TcellRedefRatio_CD4_CD8_Ratio	TcellRedefRatio_CD4_CD8_Ratio	UBE2G1	-0.132396856101986	-0.147035746546172	0.0146388904441865	2	2	3	5	-	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
UBE2G1	chr17:4186093-4210418	chr17:4186093-4210418_ImmunePanel_Neutrophils	ImmunePanel_Neutrophils	UBE2G1	NA	0	NA	NA	85	2	5	-	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
UBE2H	chr7:129497351-129520811	chr7:129497351-129520811_ImmunePanel_NK_cells	ImmunePanel_NK_cells	UBE2H	-0.0681024096338057	-0.0681024096338057	0	6	6	2	4	-	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
UBE2K	chr4:39739040-39776553	chr4:39739040-39776553_TcellRedef_CD8_Tcells	TcellRedef_CD8_Tcells	UBE2K	-0.0245271725817631	-0.024782862052837	0.000255689471073902	16	15	2	5	+	Exon-Exon	circle	cis	-0.540617570236306	0.417048378950974	-4.17177627974178	0.6072729270744	-0.613658883911401	-0.524557817136025	-0.417260256393368	315	1	39759989	4	linear	cis	-0.325905307909517	0.335707613450002	-0.43804881596273	0.101275524139449	-0.340502337653534	-0.338193091502426	-0.326743063545878	48	1	39682227	4	uncommon	no	0.06006885	0.03225561	CD	1.22135068240981	1.49139474055868	MetaXCan	yes
UBE2K	chr4:39734979-39747430	chr4:39734979-39747430_TcellRedef_CD8_Tcells	TcellRedef_CD8_Tcells	UBE2K	0.0624246505136182	NA	NA	8	NA	2	3	+	Exon-Intron	circle	cis	0.251799411474256	0.269467343401387	0.242182655380076	0.0103910023095718	0.243517576466382	0.244064629892282	0.262322078293703	14	1	39689416	4	linear	cis	-0.379598464929723	-0.346080570983321	-0.388311842917122	0.0135918782638112	-0.385726807743301	-0.385426256844955	-0.383261716141915	14	1	39689416	4	common	yes	0.06006885	0.03225561	CD	1.22135068240981	1.49139474055868	MetaXCan	yes
UBE2K	chr4:39739040-39779430	chr4:39739040-39779430_ImmunePanel_Basophils	ImmunePanel_Basophils	UBE2K	0.0626433531909617	0.0626433531909617	0	2	2	2	6	+	Exon-Exon	circle	cis	0.251799411474256	0.269467343401387	0.242182655380076	0.0103910023095718	0.243517576466382	0.244064629892282	0.262322078293703	14	1	39689416	4	linear	cis	-0.379598464929723	-0.346080570983321	-0.388311842917122	0.0135918782638112	-0.385726807743301	-0.385426256844955	-0.383261716141915	14	1	39689416	4	common	yes	0.06006885	0.03225561	CD	1.22135068240981	1.49139474055868	MetaXCan	yes
UBE2K	chr4:39734979-39747430	chr4:39734979-39747430_TcellRedefRatio_Th2_Treg_Ratio	TcellRedefRatio_Th2_Treg_Ratio	UBE2K	NA	-0.0611621075260134	NA	NA	4	2	3	+	Exon-Intron	circle	cis	0.251799411474256	0.269467343401387	0.242182655380076	0.0103910023095718	0.243517576466382	0.244064629892282	0.262322078293703	14	1	39689416	4	linear	cis	-0.379598464929723	-0.346080570983321	-0.388311842917122	0.0135918782638112	-0.385726807743301	-0.385426256844955	-0.383261716141915	14	1	39689416	4	common	yes	0.06006885	0.03225561	CD	1.22135068240981	1.49139474055868	MetaXCan	yes
UBE2K	chr4:39739040-39757359	chr4:39739040-39757359_ImmunePanel_CD14hi_Monocytes	ImmunePanel_CD14hi_Monocytes	UBE2K	-0.0499592788850495	-0.0419127015114478	-0.00804657737360168	28	34	2	4	+	Exon-Exon	circle	cis	0.251799411474256	0.269467343401387	0.242182655380076	0.0103910023095718	0.243517576466382	0.244064629892282	0.262322078293703	14	1	39689416	4	linear	cis	-0.379598464929723	-0.346080570983321	-0.388311842917122	0.0135918782638112	-0.385726807743301	-0.385426256844955	-0.383261716141915	14	1	39689416	4	common	yes	0.06006885	0.03225561	CD	1.22135068240981	1.49139474055868	MetaXCan	yes
UBE2K	chr4:39734979-39747430	chr4:39734979-39747430_TcellRedef_CD8_Tcells	TcellRedef_CD8_Tcells	UBE2K	0.0624246505136182	NA	NA	8	NA	2	3	+	Exon-Intron	circle	cis	-0.540617570236306	0.417048378950974	-4.17177627974178	0.6072729270744	-0.613658883911401	-0.524557817136025	-0.417260256393368	315	1	39759989	4	linear	cis	-0.325905307909517	0.335707613450002	-0.43804881596273	0.101275524139449	-0.340502337653534	-0.338193091502426	-0.326743063545878	48	1	39682227	4	uncommon	no	0.06006885	0.03225561	CD	1.22135068240981	1.49139474055868	MetaXCan	yes
UBE2K	chr4:39739040-39779430	chr4:39739040-39779430_ImmunePanel_Basophils	ImmunePanel_Basophils	UBE2K	0.0626433531909617	0.0626433531909617	0	2	2	2	6	+	Exon-Exon	circle	cis	-0.540617570236306	0.417048378950974	-4.17177627974178	0.6072729270744	-0.613658883911401	-0.524557817136025	-0.417260256393368	315	1	39759989	4	linear	cis	-0.325905307909517	0.335707613450002	-0.43804881596273	0.101275524139449	-0.340502337653534	-0.338193091502426	-0.326743063545878	48	1	39682227	4	uncommon	no	0.06006885	0.03225561	CD	1.22135068240981	1.49139474055868	MetaXCan	yes
UBE2K	chr4:39734979-39747430	chr4:39734979-39747430_TcellRedefRatio_Th2_Treg_Ratio	TcellRedefRatio_Th2_Treg_Ratio	UBE2K	NA	-0.0611621075260134	NA	NA	4	2	3	+	Exon-Intron	circle	cis	-0.540617570236306	0.417048378950974	-4.17177627974178	0.6072729270744	-0.613658883911401	-0.524557817136025	-0.417260256393368	315	1	39759989	4	linear	cis	-0.325905307909517	0.335707613450002	-0.43804881596273	0.101275524139449	-0.340502337653534	-0.338193091502426	-0.326743063545878	48	1	39682227	4	uncommon	no	0.06006885	0.03225561	CD	1.22135068240981	1.49139474055868	MetaXCan	yes
UBE2K	chr4:39739040-39776553	chr4:39739040-39776553_TcellRedef_CD8_Tcells	TcellRedef_CD8_Tcells	UBE2K	-0.0245271725817631	-0.024782862052837	0.000255689471073902	16	15	2	5	+	Exon-Exon	circle	cis	0.251799411474256	0.269467343401387	0.242182655380076	0.0103910023095718	0.243517576466382	0.244064629892282	0.262322078293703	14	1	39689416	4	linear	cis	-0.379598464929723	-0.346080570983321	-0.388311842917122	0.0135918782638112	-0.385726807743301	-0.385426256844955	-0.383261716141915	14	1	39689416	4	common	yes	0.06006885	0.03225561	CD	1.22135068240981	1.49139474055868	MetaXCan	yes
UBE2K	chr4:39739040-39757359	chr4:39739040-39757359_ImmunePanel_CD14hi_Monocytes	ImmunePanel_CD14hi_Monocytes	UBE2K	-0.0499592788850495	-0.0419127015114478	-0.00804657737360168	28	34	2	4	+	Exon-Exon	circle	cis	-0.540617570236306	0.417048378950974	-4.17177627974178	0.6072729270744	-0.613658883911401	-0.524557817136025	-0.417260256393368	315	1	39759989	4	linear	cis	-0.325905307909517	0.335707613450002	-0.43804881596273	0.101275524139449	-0.340502337653534	-0.338193091502426	-0.326743063545878	48	1	39682227	4	uncommon	no	0.06006885	0.03225561	CD	1.22135068240981	1.49139474055868	MetaXCan	yes
UBE2Q2	chr15:76152219-76165909	chr15:76152219-76165909_TcellRedefRatio_MemoryCD4_MemoryCD8_Ratio	TcellRedefRatio_MemoryCD4_MemoryCD8_Ratio	UBE2Q2	-0.0684471742907508	-0.0598595337553975	-0.00858764053535333	20	23	3	5	+	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
UBE3A	chr15:25650608-25660989	chr15:25650608-25660989_TcellRedefRatio_MemoryCD8_Treg_Ratio	TcellRedefRatio_MemoryCD8_Treg_Ratio	UBE3A	-0.0735601925073741	-0.0708727973926718	-0.0026873951147023	4	6	1	3	-	Exon-Intron	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
UBE3A	chr15:25650608-25657118	chr15:25650608-25657118_ImmunePanel_NLR	ImmunePanel_NLR	UBE3A	-0.046252667761604	-0.0358939256242249	-0.0103587421373791	15	19	2	3	-	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
UBN2	chr7:138951079-138957186	chr7:138951079-138957186_ImmunePanel_Neutrophils	ImmunePanel_Neutrophils	UBN2	NA	0	NA	NA	86.5	7	9	+	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
UBQLN1	chr9:86297866-86301070	chr9:86297866-86301070_ImmCellRatio_T_Bcell_Ratio	ImmCellRatio_T_Bcell_Ratio	UBQLN1	NA	0.0455339866787553	NA	NA	25	2	3	-	Exon-Exon	circle	cis	0.71096383520304	0.991360277102814	0.296611488073972	0.0999473840444936	0.690684016741511	0.731228673855246	0.750773582344522	41	1	86281041	9	linear	cis	0.374242671774139	0.518460511498082	0.2495938719877	0.0396591148420554	0.367750028499432	0.383265046899048	0.388786637883259	41	1	86281041	9	common	no	NA	NA	NA	NA	NA	NA	NA
UBQLN1	chr9:86292642-86293514	chr9:86292642-86293514_ImmunePanel_T_cells	ImmunePanel_T_cells	UBQLN1	0.064449371885802	0.0586194830586921	0.0058298888271099	1	1	5	6	-	Exon-Exon	circle	cis	0.71096383520304	0.991360277102814	0.296611488073972	0.0999473840444936	0.690684016741511	0.731228673855246	0.750773582344522	41	1	86281041	9	linear	cis	0.374242671774139	0.518460511498082	0.2495938719877	0.0396591148420554	0.367750028499432	0.383265046899048	0.388786637883259	41	1	86281041	9	common	no	NA	NA	NA	NA	NA	NA	NA
UBQLN1	chr9:86292642-86301070	chr9:86292642-86301070_ImmunePanel_Eosinophils	ImmunePanel_Eosinophils	UBQLN1	NA	-0.0208575249323316	NA	NA	9	2	6	-	Exon-Exon	circle	cis	0.71096383520304	0.991360277102814	0.296611488073972	0.0999473840444936	0.690684016741511	0.731228673855246	0.750773582344522	41	1	86281041	9	linear	cis	0.374242671774139	0.518460511498082	0.2495938719877	0.0396591148420554	0.367750028499432	0.383265046899048	0.388786637883259	41	1	86281041	9	common	no	NA	NA	NA	NA	NA	NA	NA
